기준_년분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,분기_매출금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,월_평균_소득_금액,식료품_지출_총금액,여가_지출_총금액,문화_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,집객시설_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_점포_수,일반_점포_수,프랜차이즈_점포_수,평균 최저기온(℃),평균 최고기온(℃),총 강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),일반음식점_점포수,자치구,행정동
20232,골목상권,3110627,신정롯데캐슬아파트,97468385,2534,1263,1271,266,393,325,338,506,706,136,218,172,161,246,330,130,175,153,177,260,376,다이나믹,99,47,100,51,3254245,314969375.0,44682019.0,33913996.0,45520011.0,3587.0,2064.0,1523.0,1.0,649.0,1167.0,962.0,635.0,173.0,0.0,261.0,642.0,596.0,424.0,141.0,1.0,388.0,525.0,366.0,211.0,32.0,16.0,1520884.0,699107.0,821777.0,380417.0,157731.0,161984.0,273303.0,240855.0,306594.0,386391.0,299628.0,183192.0,185655.0,273937.0,192081.0,213522.0,213159.0,211294.0,211058.0,213152.0,230251.0,228447.0,9,6,3,14.39,23.96,448.1,2.35,64.93,1000.97,162,양천구,신정2동
20232,골목상권,3110628,신목동역,602363,1474,750,724,174,158,326,250,227,339,99,86,148,137,114,166,75,72,178,113,113,173,정체,119,59,100,51,3271250,236546702.0,39214829.0,28264104.0,40418460.0,388.0,216.0,172.0,0.0,56.0,93.0,103.0,89.0,47.0,0.0,27.0,50.0,58.0,50.0,31.0,0.0,29.0,43.0,45.0,39.0,16.0,7.0,291815.0,146846.0,144969.0,57789.0,39523.0,57119.0,52606.0,33655.0,51123.0,97816.0,64737.0,26117.0,26317.0,38483.0,38345.0,41357.0,41333.0,41257.0,40954.0,40591.0,42607.0,43713.0,5,4,1,14.39,23.96,448.1,2.35,64.93,1000.97,30,양천구,목2동
20232,골목상권,3110630,공항시장역 1번,56401964,5954,2910,3044,484,576,1243,857,882,1912,237,264,619,449,451,890,247,312,624,408,431,1022,정체,116,53,100,51,2596503,983809267.0,144286102.0,111127888.0,154304561.0,260.0,185.0,75.0,0.0,20.0,50.0,60.0,76.0,54.0,0.0,15.0,31.0,40.0,51.0,48.0,0.0,5.0,19.0,20.0,25.0,6.0,27.0,1610446.0,787347.0,823098.0,204347.0,249120.0,294612.0,239014.0,231980.0,391373.0,459786.0,341638.0,192862.0,178499.0,236800.0,200862.0,227835.0,226591.0,226501.0,226015.0,229888.0,232306.0,241311.0,12,11,1,14.39,23.96,448.1,2.35,64.93,1000.97,194,강서구,방화2동
20232,골목상권,3110631,방화초등학교,1708801,3603,1793,1810,478,404,489,573,608,1051,258,214,227,300,318,476,220,190,262,273,290,575,다이나믹,84,45,100,51,2560726,517005269.0,73545230.0,57854868.0,83217089.0,95.0,68.0,27.0,0.0,6.0,18.0,23.0,27.0,21.0,0.0,3.0,12.0,17.0,18.0,18.0,0.0,3.0,6.0,6.0,9.0,3.0,5.0,616182.0,300890.0,315292.0,82525.0,81449.0,115010.0,92124.0,93470.0,151606.0,173831.0,123379.0,68924.0,68817.0,99714.0,81517.0,88370.0,88287.0,89152.0,88218.0,87525.0,86333.0,88296.0,5,5,0,14.39,23.96,448.1,2.35,64.93,1000.97,133,강서구,방화2동
20232,골목상권,3110632,방화역 3번,184643916,1548,745,803,144,189,246,203,256,510,68,88,128,99,123,239,76,101,118,104,133,271,상권축소,128,46,100,51,2557406,210223508.0,31503583.0,24190068.0,35368223.0,672.0,521.0,151.0,0.0,66.0,145.0,166.0,197.0,98.0,0.0,48.0,116.0,130.0,161.0,66.0,0.0,18.0,29.0,36.0,36.0,32.0,15.0,702940.0,329174.0,373764.0,107372.0,61887.0,104254.0,113210.0,116720.0,199496.0,123480.0,131928.0,105801.0,114668.0,146164.0,80900.0,101701.0,101179.0,100728.0,100598.0,102055.0,101437.0,95243.0,9,7,2,14.39,23.96,448.1,2.35,64.93,1000.97,172,강서구,방화1동
20232,골목상권,3110634,송정역 3번,31612782,8166,4182,3984,926,777,1430,1427,1234,2372,492,370,761,779,648,1132,434,407,669,648,586,1240,상권축소,109,43,100,51,2532635,1124907662.0,137388771.0,131597119.0,173965702.0,1330.0,699.0,631.0,0.0,223.0,441.0,369.0,260.0,37.0,0.0,51.0,183.0,216.0,217.0,32.0,0.0,172.0,258.0,153.0,43.0,5.0,29.0,1866695.0,933247.0,933448.0,277516.0,256025.0,344657.0,289188.0,257700.0,441611.0,600396.0,387537.0,181164.0,175852.0,265389.0,256358.0,261061.0,260297.0,258762.0,263878.0,268375.0,276642.0,277680.0,14,13,1,14.39,23.96,448.1,2.35,64.93,1000.97,183,강서구,공항동
20232,골목상권,3110636,방화역 2번,99542162,1290,649,641,185,116,208,232,171,378,93,68,94,111,100,183,92,48,114,121,71,195,상권확장,97,53,100,51,2995050,224436006.0,33929047.0,25740569.0,35860117.0,344.0,275.0,69.0,0.0,32.0,74.0,85.0,100.0,53.0,0.0,25.0,61.0,69.0,84.0,36.0,0.0,7.0,13.0,16.0,16.0,17.0,15.0,673638.0,314664.0,358974.0,112027.0,60145.0,108147.0,114571.0,105532.0,173215.0,166929.0,132359.0,83320.0,82709.0,122449.0,85871.0,96514.0,95545.0,94771.0,95003.0,96214.0,98534.0,97054.0,11,9,2,14.39,23.96,448.1,2.35,64.93,1000.97,128,강서구,방화1동
20232,골목상권,3110638,신방화역 2번,107639831,5376,2740,2636,637,554,840,913,814,1618,327,297,439,492,419,766,310,257,401,421,395,852,다이나믹,89,46,100,51,2832019,1113884592.0,159408450.0,126624769.0,174455331.0,1447.0,1140.0,307.0,0.0,140.0,309.0,363.0,421.0,214.0,0.0,106.0,255.0,291.0,349.0,139.0,0.0,34.0,54.0,72.0,72.0,75.0,38.0,2152005.0,996581.0,1155424.0,391709.0,208561.0,368799.0,339548.0,306405.0,536980.0,565885.0,437722.0,245753.0,250457.0,365930.0,286257.0,306366.0,305435.0,307182.0,304701.0,304007.0,308802.0,315511.0,18,12,6,14.39,23.96,448.1,2.35,64.93,1000.97,286,강서구,방화1동
20232,골목상권,3110639,신방화역 8번,14203522,3143,1576,1567,289,379,421,452,507,1095,145,195,214,247,255,520,144,184,207,205,252,575,상권축소,111,46,100,51,2356852,728375244.0,83759194.0,78382215.0,103374683.0,277.0,222.0,55.0,0.0,28.0,60.0,70.0,81.0,38.0,0.0,21.0,51.0,57.0,68.0,25.0,0.0,7.0,9.0,13.0,13.0,13.0,5.0,568258.0,271757.0,296501.0,81184.0,67631.0,87673.0,80600.0,87069.0,164103.0,132892.0,112590.0,66167.0,68275.0,107768.0,80566.0,79807.0,78480.0,78263.0,78314.0,78784.0,84685.0,89926.0,4,4,0,14.39,23.96,448.1,2.35,64.93,1000.97,130,강서구,방화1동
20232,골목상권,3110640,방화역 1번,329035557,2336,1135,1201,218,200,479,442,360,637,112,85,178,241,211,308,106,115,301,201,149,329,정체,111,51,100,51,2767319,351914917.0,44249236.0,42343269.0,51489760.0,2112.0,1368.0,744.0,0.0,200.0,452.0,535.0,581.0,344.0,0.0,101.0,240.0,332.0,408.0,287.0,0.0,99.0,212.0,203.0,173.0,57.0,26.0,553438.0,272167.0,281271.0,100562.0,53376.0,88748.0,91904.0,78133.0,140714.0,132082.0,112512.0,68323.0,69708.0,99137.0,71675.0,77707.0,77636.0,77159.0,77809.0,77137.0,81800.0,84188.0,8,4,4,14.39,23.96,448.1,2.35,64.93,1000.97,72,강서구,방화3동
20232,골목상권,3110641,공항고등학교,54010217,1547,785,762,219,159,221,282,241,425,121,80,114,136,121,213,98,79,107,146,120,212,정체,110,56,100,51,3054851,248210728.0,42275379.0,28533043.0,39803931.0,462.0,366.0,96.0,0.0,45.0,97.0,116.0,137.0,67.0,0.0,34.0,81.0,93.0,114.0,44.0,0.0,11.0,16.0,23.0,23.0,23.0,14.0,321924.0,150317.0,171607.0,53899.0,25296.0,59697.0,58998.0,45334.0,78701.0,101386.0,68325.0,31033.0,30229.0,46645.0,44305.0,45760.0,45315.0,45507.0,44207.0,45045.0,47022.0,49066.0,7,7,0,14.39,23.96,448.1,2.35,64.93,1000.97,60,강서구,방화1동
20232,골목상권,3110643,강서구다솔마을,59370278,2448,1285,1163,290,206,355,515,396,686,156,107,185,293,209,335,134,99,170,222,187,351,상권확장,100,51,100,51,2491209,500774934.0,60792223.0,55174882.0,78403345.0,820.0,433.0,387.0,0.0,139.0,273.0,224.0,158.0,26.0,0.0,35.0,114.0,131.0,131.0,22.0,0.0,104.0,159.0,93.0,27.0,4.0,8.0,556725.0,274239.0,282486.0,155459.0,51182.0,77186.0,101734.0,76970.0,94193.0,168339.0,118763.0,65851.0,57341.0,75662.0,70771.0,80709.0,80768.0,79254.0,79886.0,78484.0,78589.0,79033.0,9,9,0,14.39,23.96,448.1,2.35,64.93,1000.97,46,강서구,공항동
20232,골목상권,3110645,우장산역 4번,934813966,7298,3471,3827,1035,1294,801,1135,1426,1607,505,600,394,526,707,739,530,694,407,609,719,868,다이나믹,87,47,100,51,2943421,935523153.0,165047031.0,110424664.0,165343225.0,576.0,339.0,237.0,0.0,26.0,84.0,155.0,196.0,115.0,0.0,8.0,42.0,75.0,117.0,97.0,0.0,18.0,42.0,80.0,79.0,18.0,37.0,1323193.0,565991.0,757203.0,452839.0,137595.0,143901.0,210426.0,172479.0,205953.0,346782.0,297931.0,164263.0,155098.0,199424.0,159694.0,194691.0,194567.0,195683.0,193680.0,192600.0,175290.0,176681.0,19,17,2,14.39,23.96,448.1,2.35,64.93,1000.97,151,강서구,발산1동
20232,골목상권,3110646,푸른들청소년도서관,163551299,9126,4439,4687,947,1049,1502,1400,1419,2809,488,529,747,710,665,1300,459,520,755,690,754,1509,다이나믹,85,47,100,51,2436179,1178682116.0,173512922.0,135042276.0,190783032.0,1886.0,1162.0,724.0,0.0,261.0,455.0,483.0,435.0,252.0,0.0,139.0,302.0,294.0,246.0,181.0,0.0,122.0,153.0,189.0,189.0,71.0,25.0,1634549.0,734524.0,900024.0,245235.0,218187.0,273318.0,254467.0,234570.0,408774.0,439513.0,325108.0,178254.0,183877.0,281202.0,226594.0,233223.0,229778.0,228933.0,227703.0,229130.0,240004.0,245778.0,21,19,2,14.39,23.96,448.1,2.35,64.93,1000.97,268,강서구,화곡3동
20232,골목상권,3110647,화곡역 5번,14790593,9384,4554,4830,1168,877,1617,1869,1341,2512,584,435,777,970,644,1144,584,442,840,899,697,1368,다이나믹,82,45,100,51,2527630,1298295193.0,206728228.0,156288001.0,222160765.0,1092.0,620.0,472.0,0.0,101.0,232.0,276.0,312.0,171.0,0.0,45.0,136.0,150.0,177.0,112.0,0.0,56.0,96.0,126.0,135.0,59.0,21.0,2446283.0,1138183.0,1308101.0,362622.0,358329.0,460089.0,382729.0,345521.0,536995.0,686962.0,489069.0,265155.0,261814.0,406153.0,337129.0,348269.0,347538.0,344673.0,344760.0,344868.0,353544.0,362631.0,16,11,5,14.39,23.96,448.1,2.35,64.93,1000.97,299,강서구,화곡1동
20232,골목상권,3110648,양천향교역 7번,353114192,1356,587,769,9,171,730,302,92,52,5,40,285,177,51,29,4,131,445,125,41,23,다이나믹,46,26,100,51,3402010,,,,,352.0,223.0,129.0,0.0,37.0,71.0,81.0,87.0,76.0,0.0,16.0,44.0,49.0,57.0,57.0,0.0,21.0,27.0,32.0,30.0,19.0,21.0,136489.0,73711.0,62777.0,8494.0,29318.0,39660.0,28863.0,17348.0,12808.0,25386.0,31713.0,21866.0,21758.0,21009.0,14756.0,20421.0,21476.0,21876.0,21738.0,20566.0,15678.0,14735.0,35,26,9,14.39,23.96,448.1,2.35,64.93,1000.97,194,강서구,가양1동
20232,골목상권,3110649,우장산역 1번,221689066,3107,1461,1646,521,491,372,535,574,614,244,220,190,234,282,291,277,271,182,301,292,323,다이나믹,95,49,100,51,3147965,441661525.0,72079343.0,51764917.0,76215864.0,565.0,315.0,250.0,0.0,122.0,128.0,122.0,120.0,73.0,0.0,46.0,75.0,72.0,72.0,50.0,0.0,76.0,53.0,50.0,48.0,23.0,15.0,1005328.0,457224.0,548103.0,350332.0,110036.0,106552.0,162396.0,120735.0,155278.0,281380.0,210411.0,114504.0,108631.0,157875.0,132526.0,146903.0,147871.0,148554.0,147814.0,144053.0,136645.0,133489.0,9,5,4,14.39,23.96,448.1,2.35,64.93,1000.97,107,강서구,우장산동
20232,골목상권,3110650,우장산힐스테이트,6000000,884,415,469,148,118,94,151,154,219,73,52,43,67,79,101,75,66,51,84,75,118,다이나믹,69,45,100,51,3217713,111673492.0,17186294.0,13200692.0,20563750.0,254.0,141.0,113.0,0.0,56.0,57.0,55.0,53.0,33.0,0.0,21.0,33.0,33.0,32.0,22.0,0.0,35.0,24.0,22.0,21.0,11.0,3.0,73450.0,33702.0,39748.0,28462.0,8014.0,7756.0,11021.0,8094.0,10104.0,10720.0,14686.0,12506.0,13264.0,15395.0,6881.0,10662.0,10779.0,11015.0,10882.0,10420.0,10273.0,9420.0,5,4,1,14.39,23.96,448.1,2.35,64.93,1000.97,85,강서구,우장산동
20232,골목상권,3110651,화원중학교,140036929,6065,3010,3055,728,674,931,1072,915,1745,370,356,469,565,440,810,358,318,462,507,475,935,다이나믹,95,45,100,51,2382209,1026208218.0,159700970.0,124509658.0,186973449.0,464.0,260.0,204.0,0.0,44.0,97.0,113.0,135.0,75.0,0.0,17.0,55.0,63.0,78.0,47.0,0.0,27.0,42.0,50.0,57.0,28.0,15.0,450974.0,210015.0,240959.0,75523.0,55864.0,79322.0,73341.0,64807.0,102116.0,114620.0,97279.0,53995.0,56144.0,74033.0,54904.0,64111.0,63499.0,63008.0,63220.0,63012.0,65359.0,68763.0,9,8,1,14.39,23.96,448.1,2.35,64.93,1000.97,198,강서구,화곡1동
20232,골목상권,3110652,양천향교역 2번,80947264,1472,771,701,150,173,294,234,217,404,84,93,153,139,107,195,66,80,141,95,110,209,다이나믹,95,49,100,51,2966100,149748434.0,33783377.0,18933275.0,28285011.0,138.0,86.0,52.0,0.0,13.0,31.0,33.0,34.0,27.0,0.0,5.0,19.0,20.0,21.0,21.0,0.0,8.0,12.0,13.0,13.0,6.0,17.0,338458.0,166322.0,172137.0,51907.0,51049.0,71471.0,50847.0,49302.0,63881.0,71932.0,72408.0,47563.0,48713.0,59030.0,38812.0,48971.0,49283.0,49644.0,50110.0,48993.0,46017.0,45441.0,10,4,6,14.39,23.96,448.1,2.35,64.93,1000.97,112,강서구,가양1동
20232,골목상권,3110653,화곡역 2번,1680796,4682,2237,2445,437,429,852,822,629,1513,241,217,407,424,281,667,196,212,445,398,348,846,다이나믹,97,49,100,51,2591427,689713905.0,88352961.0,79582912.0,108427746.0,330.0,180.0,150.0,0.0,73.0,74.0,70.0,69.0,44.0,0.0,28.0,42.0,41.0,40.0,29.0,0.0,45.0,32.0,29.0,29.0,15.0,12.0,981414.0,434278.0,547134.0,119662.0,151454.0,171547.0,162954.0,133587.0,242208.0,244856.0,197711.0,109056.0,111523.0,181035.0,137232.0,139079.0,136868.0,136179.0,136004.0,137646.0,146470.0,149166.0,4,4,0,14.39,23.96,448.1,2.35,64.93,1000.97,261,강서구,우장산동
20232,골목상권,3110654,까치산역 4번,191328752,12767,6301,6466,1306,1303,2319,2197,1944,3698,665,655,1183,1166,938,1694,641,648,1136,1031,1006,2004,다이나믹,97,44,100,51,2375144,2197722976.0,331114358.0,266824427.0,389592792.0,780.0,440.0,340.0,0.0,71.0,163.0,199.0,224.0,123.0,0.0,31.0,96.0,108.0,126.0,79.0,0.0,40.0,67.0,91.0,98.0,44.0,37.0,2655025.0,1231147.0,1423878.0,312149.0,400319.0,494793.0,401216.0,388922.0,657625.0,837562.0,536399.0,251121.0,247362.0,397043.0,385540.0,373958.0,372579.0,368641.0,368089.0,371016.0,391883.0,408859.0,15,13,2,14.39,23.96,448.1,2.35,64.93,1000.97,404,강서구,화곡1동
20232,골목상권,3110655,발산역 5번,375364028,1111,542,569,158,139,152,216,178,268,79,66,82,106,84,125,79,73,70,110,94,143,다이나믹,85,50,100,51,2951340,124956517.0,21689699.0,15004413.0,21306943.0,1253.0,692.0,561.0,0.0,273.0,283.0,268.0,265.0,164.0,0.0,102.0,164.0,160.0,158.0,108.0,0.0,171.0,119.0,108.0,107.0,56.0,17.0,324181.0,145670.0,178513.0,42732.0,59615.0,60066.0,56818.0,47372.0,57578.0,28917.0,67087.0,58810.0,59677.0,76125.0,33565.0,46157.0,47961.0,49101.0,48356.0,48159.0,44709.0,39738.0,13,9,4,14.39,23.96,448.1,2.35,64.93,1000.97,254,강서구,우장산동
20232,골목상권,3110656,까치산역 3번,45588297,8787,4484,4303,684,617,2353,1770,1050,2313,307,294,1205,1027,557,1094,377,323,1148,743,493,1219,다이나믹,86,45,100,51,2488004,1370588082.0,330978794.0,176532868.0,245463016.0,794.0,454.0,340.0,0.0,71.0,159.0,202.0,233.0,129.0,0.0,31.0,97.0,109.0,133.0,84.0,0.0,40.0,62.0,93.0,100.0,45.0,64.0,5723610.0,2712766.0,3010845.0,442901.0,1090076.0,1296228.0,917274.0,728787.0,1248343.0,1657095.0,1179942.0,602001.0,599496.0,907474.0,777601.0,810965.0,799116.0,794701.0,795710.0,796403.0,851022.0,875693.0,9,8,1,14.39,23.96,448.1,2.35,64.93,1000.97,364,강서구,화곡1동
20232,골목상권,3110657,양천향교역 5번,265488314,962,470,492,73,111,206,184,145,243,41,58,96,99,67,109,32,53,110,85,78,134,상권확장,75,53,100,51,3478336,119729520.0,13239049.0,13166798.0,13616064.0,1826.0,987.0,839.0,0.0,226.0,389.0,409.0,448.0,354.0,0.0,98.0,215.0,241.0,226.0,207.0,0.0,128.0,174.0,168.0,222.0,147.0,15.0,723859.0,349325.0,374534.0,93472.0,111934.0,148565.0,133738.0,107174.0,128977.0,153211.0,160574.0,105931.0,103634.0,120943.0,79566.0,104592.0,104757.0,106387.0,105752.0,105952.0,99017.0,97401.0,16,13,3,14.39,23.96,448.1,2.35,64.93,1000.97,223,강서구,등촌3동
20232,골목상권,3110659,화곡역 4번,288898598,21341,10459,10882,3078,2295,3346,4280,3161,5181,1586,1133,1668,2235,1577,2260,1492,1162,1678,2045,1584,2921,다이나믹,88,49,100,51,2384218,2831710148.0,416127162.0,344208853.0,501382923.0,964.0,567.0,397.0,0.0,80.0,187.0,245.0,250.0,202.0,0.0,24.0,116.0,141.0,133.0,153.0,0.0,56.0,71.0,104.0,117.0,49.0,33.0,4878700.0,2226531.0,2652171.0,780063.0,705911.0,908558.0,791698.0,596771.0,1095699.0,1608137.0,1014122.0,448415.0,433383.0,684892.0,689750.0,695419.0,686586.0,682889.0,678700.0,681940.0,711150.0,742017.0,18,14,4,14.39,23.96,448.1,2.35,64.93,1000.97,236,강서구,화곡본동
20232,골목상권,3110660,등촌3동주민센터,495201822,1635,818,817,136,177,275,196,238,613,68,96,146,107,118,283,68,81,129,89,120,330,다이나믹,96,48,100,51,2772852,239995214.0,56161108.0,29973643.0,42537862.0,2781.0,1471.0,1310.0,0.0,351.0,594.0,624.0,684.0,528.0,0.0,154.0,323.0,364.0,333.0,297.0,0.0,197.0,271.0,260.0,351.0,231.0,51.0,799897.0,362633.0,437263.0,120640.0,108972.0,131399.0,134812.0,114560.0,189512.0,128032.0,160892.0,132506.0,134418.0,162301.0,81749.0,114624.0,116557.0,116624.0,114961.0,117752.0,109643.0,109736.0,21,15,6,14.39,23.96,448.1,2.35,64.93,1000.97,194,강서구,등촌3동
20232,골목상권,3110662,까치산역 1번,19778786,13489,6575,6914,1612,1334,2120,2590,1941,3892,796,708,1024,1358,938,1751,816,626,1096,1232,1003,2141,다이나믹,83,49,100,51,2411767,1851226143.0,284352249.0,226129202.0,337805199.0,388.0,221.0,167.0,0.0,49.0,109.0,119.0,71.0,40.0,0.0,22.0,62.0,62.0,44.0,31.0,0.0,27.0,47.0,57.0,27.0,9.0,31.0,1894911.0,846234.0,1048676.0,290655.0,282495.0,305850.0,318673.0,260660.0,436579.0,610297.0,388113.0,178257.0,171605.0,279519.0,267121.0,272105.0,264409.0,258335.0,259565.0,261117.0,284100.0,295280.0,13,10,3,14.39,23.96,448.1,2.35,64.93,1000.97,237,강서구,화곡8동
20232,골목상권,3110663,우장산롯데캐슬아파트앞,303955046,1571,766,805,182,188,252,276,259,414,97,101,109,141,120,198,85,87,143,135,139,216,다이나믹,72,50,100,51,2978848,253035848.0,40693019.0,30195279.0,46571595.0,396.0,252.0,144.0,0.0,54.0,106.0,102.0,90.0,44.0,0.0,27.0,67.0,64.0,60.0,34.0,0.0,27.0,39.0,38.0,30.0,10.0,4.0,271815.0,127389.0,144426.0,31796.0,43197.0,51495.0,49387.0,40550.0,55389.0,66458.0,56171.0,33765.0,34960.0,46770.0,33690.0,38496.0,37605.0,37748.0,38170.0,38154.0,41229.0,40413.0,8,7,1,14.39,23.96,448.1,2.35,64.93,1000.97,231,강서구,화곡6동
20232,골목상권,3110665,곰달래도서관,863929,5926,2957,2969,674,500,941,1062,839,1910,352,255,478,552,432,888,322,245,463,510,407,1022,정체,112,52,100,51,2427316,872314997.0,132749340.0,102057086.0,143892036.0,1309.0,779.0,530.0,0.0,168.0,362.0,351.0,288.0,140.0,0.0,92.0,229.0,204.0,158.0,96.0,0.0,76.0,133.0,147.0,130.0,44.0,19.0,2030960.0,965449.0,1065512.0,390465.0,240360.0,341468.0,369956.0,292589.0,396122.0,556336.0,407593.0,233281.0,242988.0,334665.0,256097.0,288323.0,289818.0,288127.0,286737.0,290675.0,294546.0,292736.0,5,3,2,14.39,23.96,448.1,2.35,64.93,1000.97,256,강서구,화곡2동
20232,골목상권,3110667,가양역 10번,97512067,593,252,341,41,56,103,91,83,219,20,28,38,46,38,82,21,28,65,45,45,137,다이나믹,69,40,100,51,3370260,24985279.0,2395951.0,2873219.0,2837745.0,342.0,182.0,160.0,0.0,43.0,73.0,77.0,84.0,65.0,0.0,19.0,40.0,45.0,41.0,37.0,0.0,24.0,33.0,32.0,43.0,28.0,17.0,47508.0,21799.0,25709.0,5281.0,7215.0,9739.0,7328.0,5875.0,12070.0,7824.0,10231.0,7655.0,7623.0,8969.0,5204.0,6877.0,6887.0,6887.0,6884.0,6948.0,6577.0,6446.0,7,5,2,14.39,23.96,448.1,2.35,64.93,1000.97,71,강서구,등촌3동
20232,골목상권,3110668,화곡2동주민센터,36489719,9692,4732,4960,1393,1007,1410,1926,1484,2472,724,541,695,947,721,1104,669,466,715,979,763,1368,다이나믹,93,44,100,51,2432867,1347105927.0,201701278.0,161866939.0,233182189.0,807.0,492.0,315.0,0.0,101.0,225.0,217.0,188.0,76.0,0.0,60.0,146.0,132.0,101.0,53.0,0.0,41.0,79.0,85.0,87.0,23.0,26.0,1550071.0,700393.0,849678.0,276711.0,202025.0,263396.0,264642.0,206420.0,336877.0,480291.0,313440.0,153140.0,152673.0,238361.0,212166.0,221575.0,218104.0,215981.0,215512.0,216080.0,226055.0,236764.0,14,10,4,14.39,23.96,448.1,2.35,64.93,1000.97,260,강서구,화곡2동
20232,골목상권,3110670,신곡초등학교,16852225,8201,4004,4197,1204,981,1113,1506,1352,2045,595,500,579,753,652,925,609,481,534,753,700,1120,다이나믹,99,38,100,51,2361412,997854907.0,149764982.0,117483248.0,166935138.0,297.0,154.0,143.0,0.0,54.0,84.0,69.0,66.0,24.0,0.0,16.0,44.0,38.0,36.0,20.0,0.0,38.0,40.0,31.0,30.0,4.0,31.0,1484177.0,653917.0,830260.0,309718.0,169844.0,214510.0,235081.0,205010.0,350012.0,463209.0,306367.0,143046.0,139491.0,221452.0,210612.0,213143.0,209121.0,205584.0,206587.0,204484.0,217766.0,227492.0,6,6,0,14.39,23.96,448.1,2.35,64.93,1000.97,65,강서구,화곡4동
20232,골목상권,3110671,등촌1동주민센터,372420254,5933,2914,3019,735,571,1340,1102,795,1390,413,287,596,570,392,656,322,284,744,532,403,734,상권확장,96,52,100,51,3071313,892757909.0,150419113.0,105212985.0,144781743.0,3008.0,1812.0,1196.0,0.0,601.0,782.0,667.0,539.0,419.0,0.0,220.0,495.0,462.0,355.0,280.0,0.0,381.0,287.0,205.0,184.0,139.0,12.0,1935949.0,897478.0,1038472.0,243221.0,305637.0,482735.0,297020.0,235165.0,372172.0,537960.0,410564.0,225396.0,216885.0,300529.0,244616.0,276407.0,277345.0,276848.0,276639.0,273958.0,271843.0,282908.0,26,23,3,14.39,23.96,448.1,2.35,64.93,1000.97,183,강서구,등촌1동
20232,골목상권,3110673,뜸부기어린이공원,6719804,4489,2216,2273,435,396,765,779,623,1491,209,213,399,414,296,685,226,183,366,365,327,806,상권축소,102,47,100,51,2449973,611252018.0,87306736.0,70160073.0,92993690.0,688.0,340.0,348.0,0.0,134.0,196.0,155.0,141.0,62.0,0.0,40.0,97.0,82.0,74.0,47.0,0.0,94.0,99.0,73.0,67.0,15.0,8.0,783675.0,377966.0,405708.0,91855.0,102805.0,130494.0,131818.0,122344.0,204358.0,211306.0,155845.0,81179.0,85416.0,138830.0,111100.0,108636.0,107307.0,106745.0,106641.0,108059.0,121151.0,125137.0,3,3,0,14.39,23.96,448.1,2.35,64.93,1000.97,253,강서구,화곡4동
20232,골목상권,3110675,화곡4동주민센터,13582367,7877,3873,4004,861,882,1258,1385,1221,2270,447,448,655,732,589,1002,414,434,603,653,632,1268,다이나믹,81,42,100,51,2518546,1077499372.0,152432098.0,127090330.0,180850930.0,400.0,203.0,197.0,0.0,71.0,95.0,91.0,89.0,54.0,0.0,16.0,45.0,50.0,53.0,39.0,0.0,55.0,50.0,41.0,36.0,15.0,12.0,1542131.0,680520.0,861611.0,324599.0,172961.0,254413.0,246026.0,198069.0,346062.0,506111.0,338170.0,159015.0,138826.0,194941.0,205067.0,221669.0,221504.0,220322.0,219176.0,219474.0,216383.0,223601.0,8,8,0,14.39,23.96,448.1,2.35,64.93,1000.97,225,강서구,화곡4동
